yr;school_id;class_id;class_name;min_rank;max_rank
2022;2216306;2278;Математически (математика и информатика) - НЕ (ИИЧЕ);491;500
2022;2216306;2277;Математически (математика и информатика) - АЕ (РИЧЕ);487.5;500
2022;2216306;3909;Математически (математика и физика) - НЕ (ИИЧЕ);487.5;497.5
2022;2216306;3907;Математически (математика и физика) - АЕ (РИЧЕ);485.75;500
2022;2211304;0814;Математически - АЕ М Инф;481;498.5
2022;2211304;0821;Математически - НЕ М Инф;479.25;498.5
2022;2216164;2561;Чужди езици - ИЕ интензивно, АЕ;464.5;494
2022;2213350;2127;Системно програмиране - АЕ;463.5;495.75
2022;2213350;2132;Компютърни мрежи - АЕ;459;475.5
2022;2204091;2644;Чужди езици - НЕ интензивно /АЕ;458;498
2022;2224073;2658;Чужди езици - НЕ интензивно, АЕ;455;480.5
2022;2216164;2564;Чужди езици - ИЕ интензивно, ИтЕ;450;497
2022;2205407;2328;Системно програмиране - АЕ, НЕ;448.25;468.5
2022;2206302;2018;Чужди езици - АЕ интензивно, НЕ ,М, ФА;447.5;482
2022;2224073;2656;Чужди езици - НЕ интензивно, ФЕ;447;477.5
2022;2216301;0727;Чужди езици - АЕ интензивно, НЕ;447;486
2022;2216164;2562;Чужди езици - ИЕ интензивно, ФЕ;443;500
2022;2216164;2569;Чужди езици - ИЕ интензивно, ПортЕ;441;484
2022;2216301;3349;Предприемачество - АЕ интензивно, НЕ;439;489
2022;2224073;2651;Чужди езици - НЕ интензивно, РЕ;438.5;484
2022;2216301;0672;Чужди езици - АЕ интензивно, ИЕ;438;498
2022;2211304;0830;Математически - АЕ ФА М;436.56;480.11
2022;2206302;2020;Чужди езици - АЕ интензивно, НЕ, БЕЛ, ИЦ;436.5;492
2022;2211304;0843;Природни науки - АЕ ХООС БЗО;436.5;483.75
2022;2206302;2034;Чужди езици - АЕ интензивно, РЕ, М, ИТ;436;469.5
2022;2205407;2338;Приложно програмиране - АЕ, НЕ;435.75;457
2022;2206302;2025;Чужди езици АЕ интензивно, ИЕ, М, ГИ;435.5;477
2022;2206302;2022;Чужди езици - АЕ интензивно, НЕ, БЗО, ХООС;434.5;476.5
2022;2211419;0719;Строителство и архитектура - АЕ;434.5;470.25
2022;2209051;2291;Изобразително изкуство - АЕ интензивно, ИтЕ;432.5;476.75
2022;2206302;2030;Чужди езици - АЕ интензивно, ИЕ, БЕЛ, ИТ;432;485
2022;2206302;2028;Чужди езици - АЕ интензивно, ИЕ, ИЦ, БЕЛ;431.5;483
2022;2211304;0835;Природни науки - АЕ БЗО ХООС;429.6;482.25
2022;2216301;0649;Чужди езици - АЕ интензивно, РЕ;429;471.5
