yr;school_id;class_id;class_name;min_rank;max_rank
2025;2213125;1557;Природни науки - АЕ интензивно;342;465.5
2025;2221023;930;Предприемачески - АЕ, ИтЕ;341.5;386.5
2025;2211417;472;Бутикови облекла - ИтЕ, АЕ;340;376.5
2025;2224121;2637;"Софтуерни и хардуерни науки - АЕ; ИЕ";337.5;392
2025;2221023;939;Икономическо развитие - АЕ, ИтЕ;337.5;392
2025;2211417;4674;Театрален грим и перуки, АЕ, ФЕ;337;451
2025;2206003;4019;Фотография;335.5;421.75
2025;2204402;321;Кинотехника, аудио- и видеосистеми - АЕ;333;386.5
2025;2205408;4009;Фотография - АЕ;333;400.5
2025;2204402;325;Лазерна и оптична техника - АЕ;331;419
2025;2213144;1123;Рекламна графика - АЕ;329.5;427.5
2025;2209036;778;Екскурзоводско обслужване - ИтЕ интензивно, АЕ;329.5;392
2025;2211417;505;Сценичен костюм - АЕ, ФЕ;328;359.25
2025;2209305;2910;Предприемачески - АЕ интензивно, ИЕ или НЕ;327.5;358
2025;2204402;324;Очна оптика - НЕ;327;390.5
2025;2220029;4405;Софтуерни и хардуерни науки - ИЕ разширено;326.25;423
2025;2220029;3515;Софтуерни и хардуерни науки /АЕ/;324.5;390.5
2025;2223431;722;Компютърни мрежи - АЕ;324.5;400.75
2025;2205408;4290;Театрален, кино и телевизионен декор - АЕ;322;378
2025;2205408;2837;Съдебна администрация - АЕ;321;378.5
2025;2221157;1023;Чужди езици - ИЕ интензивно, АЕ;318;446
2025;2221093;4038;Софтуерни и хардуерни науки - АЕ интензивно, РЕ;318;391.5
2025;2213081;2579;Хуманитарни науки;313.5;434.5
2025;2217151;4623;Изобразително изкуство - АЕ;312;418.25
2025;2204402;319;Измервателна и организационна техника - АЕ;311.5;371.5
2025;2214054;749;Чужди езици - АЕ интензивно, ИЕ;310.5;394
2025;2209036;784;Природни науки - АЕ интензивно, ИтЕ;310;391.5
2025;2224047;4439;Предприемачески - АЕ разширено, ИЕ;310;388.5
2025;2224047;515;Предприемачески - АЕ интензивно, НЕ;307.5;410
2025;2205408;2843;Фризьорство;307.25;410
2025;2220029;4459;Природни науки - АЕ разширено, БЗО и ХООС;307;415.75
2025;2213128;1660;Софтуерни и хардуерни науки - АЕ;306.5;387.5
2025;2209305;3271;Природни науки - АЕ интензивно, ИЕ или НЕ;306.5;375
2025;2212303;2774;Чужди езици - АЕ интензивно, ФЕ или РЕ;306;401
2025;2211417;491;Конструиране, моделиране и технология на облекло от текстил - АЕ, ФЕ;306;423.75
2025;2205408;2845;Козметика;306;422
2025;2205408;4292;Художествено осветление за театър, кино и телевизия - АЕ;304;405
2025;2212303;2762;Предприемачески - АЕ интензивно, НЕ;302.5;425
2025;2219044;1536;Софтуерни и хардуерни науки - АЕ интензивно, ИЕ;302;416
2025;2223431;707;Електронна търговия - АЕ;301.5;421
2025;2223431;730;Компютърна техника и технологии - АЕ;300.5;369.5
2025;2209132;4283;Пространствен дизайн;299.75;435.5
2025;2214101;2886;Икономическо развитие - АЕ интензивно, НЕ;299.5;392.25
2025;2213010;2101;Обществени науки - АЕ, ИЕ;297.75;377.25
2025;2209305;4980;Обществени науки - АЕ интензивно, ИЕ или НЕ;296.25;394
2025;2204311;2935;Хуманитарни науки - ИЕ интензивно, РумЕ, БЕЛ и Философия;292;393.25
2025;2213144;3559;Рекламна графика - ИЕ;287.5;429.5
2025;2212303;2797;Екскурзоводско обслужване - АЕ интензивно, ИЕ;287.5;418
2025;2223431;3215;Телекомуникационни системи-АЕ;287.5;381.5
