id;name
2700;Благоевград
8000;Бургас
9000;Варна
5000;Велико Търново
3700;Видин
3000;Враца
5300;Габрово
9300;Добрич
6600;Кърджали
2500;Кюстендил
5500;Ловеч
3400;Монтана
4400;Пазарджик
2300;Перник
5800;Плевен
4000;Пловдив
7200;Разград
7000;Русе
7500;Силистра
8800;Сливен
4700;Смолян
1000;София
6000;Стара Загора
7700;Търговище
6300;Хасково
9700;Шумен
8600;Ямбол
